location_id,display_name,location_type,geographic_guardrail,latitude,longitude,global_scenario_2100_m,scenario,quantile,year,relative_sea_level_m,change_from_2020_m,vlm_contribution_cm_per_year,source_id
grand_isle,"Grand Isle, LA",tide_gauge,Coastal Louisiana indicator; not New Orleans,29.263,-89.957,0.3,Low,median,2020,0.17,0.00,0.723,NOAA-SLR-ITF-2022
grand_isle,"Grand Isle, LA",tide_gauge,Coastal Louisiana indicator; not New Orleans,29.263,-89.957,0.3,Low,median,2030,0.29,0.12,0.723,NOAA-SLR-ITF-2022
grand_isle,"Grand Isle, LA",tide_gauge,Coastal Louisiana indicator; not New Orleans,29.263,-89.957,0.3,Low,median,2040,0.41,0.24,0.723,NOAA-SLR-ITF-2022
grand_isle,"Grand Isle, LA",tide_gauge,Coastal Louisiana indicator; not New Orleans,29.263,-89.957,0.3,Low,median,2050,0.52,0.35,0.723,NOAA-SLR-ITF-2022
grand_isle,"Grand Isle, LA",tide_gauge,Coastal Louisiana indicator; not New Orleans,29.263,-89.957,0.3,Low,median,2060,0.63,0.46,0.723,NOAA-SLR-ITF-2022
grand_isle,"Grand Isle, LA",tide_gauge,Coastal Louisiana indicator; not New Orleans,29.263,-89.957,0.3,Low,median,2070,0.74,0.57,0.723,NOAA-SLR-ITF-2022
grand_isle,"Grand Isle, LA",tide_gauge,Coastal Louisiana indicator; not New Orleans,29.263,-89.957,0.3,Low,median,2080,0.83,0.66,0.723,NOAA-SLR-ITF-2022
grand_isle,"Grand Isle, LA",tide_gauge,Coastal Louisiana indicator; not New Orleans,29.263,-89.957,0.3,Low,median,2090,0.92,0.75,0.723,NOAA-SLR-ITF-2022
grand_isle,"Grand Isle, LA",tide_gauge,Coastal Louisiana indicator; not New Orleans,29.263,-89.957,0.3,Low,median,2100,1.03,0.86,0.723,NOAA-SLR-ITF-2022
grand_isle,"Grand Isle, LA",tide_gauge,Coastal Louisiana indicator; not New Orleans,29.263,-89.957,0.5,Intermediate-Low,median,2020,0.18,0.00,0.723,NOAA-SLR-ITF-2022
grand_isle,"Grand Isle, LA",tide_gauge,Coastal Louisiana indicator; not New Orleans,29.263,-89.957,0.5,Intermediate-Low,median,2030,0.31,0.13,0.723,NOAA-SLR-ITF-2022
grand_isle,"Grand Isle, LA",tide_gauge,Coastal Louisiana indicator; not New Orleans,29.263,-89.957,0.5,Intermediate-Low,median,2040,0.44,0.26,0.723,NOAA-SLR-ITF-2022
grand_isle,"Grand Isle, LA",tide_gauge,Coastal Louisiana indicator; not New Orleans,29.263,-89.957,0.5,Intermediate-Low,median,2050,0.57,0.39,0.723,NOAA-SLR-ITF-2022
grand_isle,"Grand Isle, LA",tide_gauge,Coastal Louisiana indicator; not New Orleans,29.263,-89.957,0.5,Intermediate-Low,median,2060,0.69,0.51,0.723,NOAA-SLR-ITF-2022
grand_isle,"Grand Isle, LA",tide_gauge,Coastal Louisiana indicator; not New Orleans,29.263,-89.957,0.5,Intermediate-Low,median,2070,0.82,0.64,0.723,NOAA-SLR-ITF-2022
grand_isle,"Grand Isle, LA",tide_gauge,Coastal Louisiana indicator; not New Orleans,29.263,-89.957,0.5,Intermediate-Low,median,2080,0.96,0.78,0.723,NOAA-SLR-ITF-2022
grand_isle,"Grand Isle, LA",tide_gauge,Coastal Louisiana indicator; not New Orleans,29.263,-89.957,0.5,Intermediate-Low,median,2090,1.09,0.91,0.723,NOAA-SLR-ITF-2022
grand_isle,"Grand Isle, LA",tide_gauge,Coastal Louisiana indicator; not New Orleans,29.263,-89.957,0.5,Intermediate-Low,median,2100,1.22,1.04,0.723,NOAA-SLR-ITF-2022
grand_isle,"Grand Isle, LA",tide_gauge,Coastal Louisiana indicator; not New Orleans,29.263,-89.957,1.0,Intermediate,median,2020,0.18,0.00,0.723,NOAA-SLR-ITF-2022
grand_isle,"Grand Isle, LA",tide_gauge,Coastal Louisiana indicator; not New Orleans,29.263,-89.957,1.0,Intermediate,median,2030,0.31,0.13,0.723,NOAA-SLR-ITF-2022
grand_isle,"Grand Isle, LA",tide_gauge,Coastal Louisiana indicator; not New Orleans,29.263,-89.957,1.0,Intermediate,median,2040,0.45,0.27,0.723,NOAA-SLR-ITF-2022
grand_isle,"Grand Isle, LA",tide_gauge,Coastal Louisiana indicator; not New Orleans,29.263,-89.957,1.0,Intermediate,median,2050,0.60,0.42,0.723,NOAA-SLR-ITF-2022
grand_isle,"Grand Isle, LA",tide_gauge,Coastal Louisiana indicator; not New Orleans,29.263,-89.957,1.0,Intermediate,median,2060,0.77,0.59,0.723,NOAA-SLR-ITF-2022
grand_isle,"Grand Isle, LA",tide_gauge,Coastal Louisiana indicator; not New Orleans,29.263,-89.957,1.0,Intermediate,median,2070,0.95,0.77,0.723,NOAA-SLR-ITF-2022
grand_isle,"Grand Isle, LA",tide_gauge,Coastal Louisiana indicator; not New Orleans,29.263,-89.957,1.0,Intermediate,median,2080,1.16,0.98,0.723,NOAA-SLR-ITF-2022
grand_isle,"Grand Isle, LA",tide_gauge,Coastal Louisiana indicator; not New Orleans,29.263,-89.957,1.0,Intermediate,median,2090,1.40,1.22,0.723,NOAA-SLR-ITF-2022
grand_isle,"Grand Isle, LA",tide_gauge,Coastal Louisiana indicator; not New Orleans,29.263,-89.957,1.0,Intermediate,median,2100,1.67,1.49,0.723,NOAA-SLR-ITF-2022
grand_isle,"Grand Isle, LA",tide_gauge,Coastal Louisiana indicator; not New Orleans,29.263,-89.957,1.5,Intermediate-High,median,2020,0.18,0.00,0.723,NOAA-SLR-ITF-2022
grand_isle,"Grand Isle, LA",tide_gauge,Coastal Louisiana indicator; not New Orleans,29.263,-89.957,1.5,Intermediate-High,median,2030,0.32,0.14,0.723,NOAA-SLR-ITF-2022
grand_isle,"Grand Isle, LA",tide_gauge,Coastal Louisiana indicator; not New Orleans,29.263,-89.957,1.5,Intermediate-High,median,2040,0.48,0.30,0.723,NOAA-SLR-ITF-2022
grand_isle,"Grand Isle, LA",tide_gauge,Coastal Louisiana indicator; not New Orleans,29.263,-89.957,1.5,Intermediate-High,median,2050,0.67,0.49,0.723,NOAA-SLR-ITF-2022
grand_isle,"Grand Isle, LA",tide_gauge,Coastal Louisiana indicator; not New Orleans,29.263,-89.957,1.5,Intermediate-High,median,2060,0.90,0.72,0.723,NOAA-SLR-ITF-2022
grand_isle,"Grand Isle, LA",tide_gauge,Coastal Louisiana indicator; not New Orleans,29.263,-89.957,1.5,Intermediate-High,median,2070,1.17,0.99,0.723,NOAA-SLR-ITF-2022
grand_isle,"Grand Isle, LA",tide_gauge,Coastal Louisiana indicator; not New Orleans,29.263,-89.957,1.5,Intermediate-High,median,2080,1.47,1.29,0.723,NOAA-SLR-ITF-2022
grand_isle,"Grand Isle, LA",tide_gauge,Coastal Louisiana indicator; not New Orleans,29.263,-89.957,1.5,Intermediate-High,median,2090,1.80,1.62,0.723,NOAA-SLR-ITF-2022
grand_isle,"Grand Isle, LA",tide_gauge,Coastal Louisiana indicator; not New Orleans,29.263,-89.957,1.5,Intermediate-High,median,2100,2.15,1.97,0.723,NOAA-SLR-ITF-2022
grand_isle,"Grand Isle, LA",tide_gauge,Coastal Louisiana indicator; not New Orleans,29.263,-89.957,2.0,High,median,2020,0.18,0.00,0.723,NOAA-SLR-ITF-2022
grand_isle,"Grand Isle, LA",tide_gauge,Coastal Louisiana indicator; not New Orleans,29.263,-89.957,2.0,High,median,2030,0.33,0.15,0.723,NOAA-SLR-ITF-2022
grand_isle,"Grand Isle, LA",tide_gauge,Coastal Louisiana indicator; not New Orleans,29.263,-89.957,2.0,High,median,2040,0.51,0.33,0.723,NOAA-SLR-ITF-2022
grand_isle,"Grand Isle, LA",tide_gauge,Coastal Louisiana indicator; not New Orleans,29.263,-89.957,2.0,High,median,2050,0.73,0.55,0.723,NOAA-SLR-ITF-2022
